text,label
Have you no patriotism ?,disgust
An arsonist is a person that sets buildings on fire for profit or perverse excitement .,disgust
At least you can't say the dinner isn't right .,joy
You've nothin to bitch about !,disgust
There's a nice picture of you on the front page that I'm gonna add to my collection .,joy
How very nice to see you .,joy
"Do you accuse me , Mr. [PERSON] ?",anger
"I know you were deeply touched by [PERSON]'s gesture ,",joy
We saw a real - life example of this last week ...,disgust
I also have a memory .,anger
"Produces beef , beer , shoes ... and good times .",joy
"Stick your nose back in this county , and you'll never see daylight again .",fear
What did you tell him about you and Ms. [PERSON] ?,fear
Will you let go of me !,anger
Then a wasp stung out my eye .,sadness
I didn't say come in .,anger
"How about that whole fucking city , if you don't do what I say ?",anger
"You're not getting anywhere , are you ?",anger
"They bomb cities , sink ships , torture and murder , so you and your friends can eat off a gold plate .",disgust
"That I had to chew his ass to get him to move on it . He seemed more interested in if , when and how ... I was fucking [PERSON] than in his own investigation .",disgust
"No , don't touch that !",fear
"I just saved your life , and you still don't trust me ?",surprise
"Oh , you're the best , [PERSON] .",joy
Girl of quality and taste .,joy
"you ever make me look stupid , you're dead .",anger
"Stop , [PERSON] , stop !",fear
"I've got a piece to speak and blow hot or cold , I'm gonna speak it !",anger
"God , this is a list of questions that could unlock all the Sov military secrets and win the arms race at a stroke :",surprise
I don't like the way you are looking at me .,anger
"Look , in what I do , there are sometimes pressures .",fear
All right . Nobody move .,fear
This is a very sad day for me .,sadness
I sure wouldn't do math unless I had to .,anger
This was my bedroom .,sadness
"No man is gonna make a liar out of me , sir .",anger
"OK , you know the drill .",surprise
"Yeah , yeah , yeah .",anger
That's no good .,disgust
Boom .,fear
"She never asks for money , but somehow she always happens to help grateful rich people .",disgust
"Brilliant , brother , brilliant .",joy
We don't have to give you a cent .,anger
"It took me seven years , but I got him !",joy
I wake up in the middle of the night and laugh at them .,joy
It's such a pleasant little place .,joy
She was worried about you .,sadness
"I know you always say you're not like him . But here you are , scrubbing up for the next surgery instead of fighting for the man that you love .",disgust
He'll keep us flying missions till we're all dead .,fear
Left !,anger
Your breath stinks .,disgust
Why do you want to shut me out in the cold like this ?,sadness
Would you like us to take a break ?,disgust
Yet you turned to him for advice when you wouldn't turn to your husband .,surprise
You lost your ship ?,surprise
"Let's try it again . Oh , come on .",anger
Is there no a door of another side ?,fear
You think I like playing sick little games with you ?,disgust
I didn't mean to hurt you .,sadness
Is this one of your shenanigans ?,disgust
But he's talking about the illegal part of it .,disgust
Christ . What a dump .,disgust
Great pair of togas .,joy
I'm from sacramento .,joy
If only I'd done a better job .,sadness
Sit down !,anger
[PERSON] . I'm all shook up .,fear
Looks like a goddamn freak show out there .,disgust
"The gun , honey dripper .",disgust
How's it feel to have the woman you've wronged cloak your sins ?,disgust
"I want to die in my own land , where Human Beings are buried in the sky .",sadness
"I can't handle basic training again , man .",sadness
Bloody footsteps leading up to the door ?,fear
Do you want to be a truck driver again ?,anger
Glad you told me .,joy
Idiot !,disgust
Most of the young hotshots were lining up for Robbery or Homicide .,joy
"Doctor , X-58 , seems to be a success .",joy
If you want to catch that boat you better stop talking .,anger
You ... shut up !,anger
"I want her out of here , Doctor .",disgust
"Every day , you give this azupep a dollar for sweeping our sidewalk .",disgust
"You know , holding that baby in your arms for the first time ... it changes your life .",joy
Are you abandoning the search ?,surprise
I'm satisfied to be the father .,joy
"Do you remember last year , when we had fun , when we had a good time ?",joy
"Well , that's good to hear .",joy
I'm against it .,anger
"Ma'am , she's no longer a minor . There's nothing we can do . But , but , but .",sadness
There is nothing like a good cigar .,joy
This is war !,anger
"We , the hunted , will now hunt !",anger
Is anybody hurt ?,fear
What good is that gonna do if the people who run this government don't have access to the programs ?,anger
"As long as you're here , let me show you the books ... so you can see how bad a businessman I am .",sadness
My life is a surprise .,surprise
It's disrespectful .,disgust
It's about time .,anger
I'm headed for hell anyway,disgust
"He's a tortured , bitterly neurotic man who's finishing life on his own terms .",anger
It's just me .,surprise
"Just about a year ago in [LOCATION] , [LOCATION] . It was quite a night .",joy
Good ?,surprise
"Oh , what a delightful child .",joy
They look like they've come to a funeral .,sadness
All you need to know about the Trinity is this . God is like a shamrock !,joy
"Listen , you son of a bitch .",anger
"When I think yours has given you , Village ... as a vulgar , without dowry .",disgust
"Satan , stop !",anger
Are they gonna get in ?,fear
You're doing great .,joy
A fortunate young man .,joy
No more fucking tapes :,anger
"All right , is that a beautiful city or what ?",joy
You mean they're throwing punches ?,surprise
Younger Bear was just trying to hand me the worst possible insult .,disgust
How very unpleasant .,sadness
I never thought of it ...,surprise
It's wasted on this bunch of Swiss bankers .,disgust
I don't know what to say .,surprise
"I was window - shopping in [LOCATION] , daydreaming about what I'd buy for her , if I had any money .",sadness
It looks different here .,surprise
Because I always get lucky .,joy
Then we can't let him get away again .,anger
Why have you been carrying the bags with you all the time ?,surprise
I really liked the idea .,joy
"Don't you think that life should be gay and bright and bubbly , like champagne ?",joy
I'll be forced to shoot you again .,disgust
You stay out of this !,anger
"Your Majesty , being inside of your confidence ... is the greatest joy I've ever known .",joy
You'll stay on a nice boat .,joy
It's disgusting .,disgust
How did I get such a smart - ass kid ?,disgust
I hate getting upset .,anger
"Well , somebody's gonna have to start trusting somebody .",anger
This hurts me in my heart .,sadness
"In the end , we would be masters of a wrecked and hungry planet .",sadness
"The hearth lighted in the room to summer way , [PERSON] ?",joy
I guess one gets the face one deserves .,sadness
Thirteen dead in what appears to be a Nuke money massacre .,fear
Why didn't your operator look at the other indicators ?,surprise
"Well , like I said , right now , I've got a bigger problem .",sadness
Gim me a good reason why not .,anger
"I suppose like the fathead you are , you told Father all your little hopes and dreams ?",disgust
But they turned the lights down this time and didn't say this is a drill .,fear
You are dead inside .,disgust
Magic ?,surprise
"Cute , isn't she ?",joy
If anyone had told me this morning that I'd decide to go to [LOCATION] ...,surprise
A bomb ?,fear
"In my mind's eyes I see three circles joined in priceless , graceful harmony .",joy
"She was so fat , when she sat on a drugstore stool , she had a hangover .",disgust
I'm happy to say the old bladder's working .,joy
That's how it looks in my report unless you've got something to change it .,anger
"And [PERSON] , she won't help me to solve them .",anger
"Was a [N-WORD] , was a dinge , was a coon !",disgust
"Well , then I shall value it all the more .",joy
There's a shitload of that .,surprise
"You're really the tolerant type , [PERSON] !",surprise
I've been waiting days for that slow boat of yours to come in !,anger
"Don't worry , we'll celebrate .",joy
"You can just fucking die , you fuck .",disgust
It cheered me up infinitamente .,joy
You try to escape ...,fear
I am afraid of murder .,fear
You're caught below another man's gun !,fear
They've got [PERSON] .,fear
We whispered your names when we were kids ... scared to say them out loud .,fear
And he calls me an asshole !,disgust
You've gone out of your mind .,anger
And you were right there !,surprise
You don't think I can smell it ?,anger
But you can not do this !,anger
"There I was , face to face with [PERSON] .",surprise
"[PERSON] , you're so sweet .",joy
"Please , he'll crush them into wine , honey .",fear
I am the lie .,sadness
He disappeared a long time ago .,sadness
I don't care if we got it !,anger
I'll never see you again .,sadness
I can still smell her aroma .,sadness
"The ship's packed with Muslim pilgrims , which could present a hostage situation .",fear
Foo - foo is a good dog .,joy
Escort him out of the building .,disgust
All this talk's just wasting time .,anger
You think [PERSON]'s gonna buy that ?,fear
Don't raise your voice to me .,anger
"We bought a farmhouse , near [LOCATION] .",joy
What do we do in case of an accident ?,fear
I command it !,anger
He's afraid I'll tell the truth about my relationship with [PERSON] ...,fear
Now no political arguments .,anger
"Keep it down , you'll wake the munchkins !",fear
Or am I going mad ?,fear
Turns out my life hasn't been my own for the last years .,sadness
We owed a great deal of money and I had no job .,sadness
I'm afraid to let her try .,fear
The doctor said you shouldn't excite yourself .,fear
Goddamn it !,anger
I just hate to hear you blaspheme .,disgust
I just don't want to see anybody hurt .,sadness
"So , you're a lawyer now ?",surprise
"You guys are so sweet , you know that ?",joy
I'm all packed .,joy
He'll kill me if he has to .,fear
He's on every channel .,disgust
Stand by to torpedo !,anger
Yesterday they didn't even have a kid and now they have a seven - year - old .,surprise
Are we here at the mechanic ?,surprise
"Look , I'm trying to find a number of [PERSON] , in King's Cross .",anger
He'd been caught stealing rations . - I see .,surprise
She busted out in a Vegas faro game .,anger
"Well , there it is .",surprise
That is a menace .,anger
Is this stupid thing What you're most concerned about this morning ?,anger
This looks like a mind - fuck to me .,fear
"But that's another story , and a very unpleasant one , too .",sadness
He's starting to ... He's starting to ...,fear
Are you suggesting that I killed those women ?,fear
That must be good .,joy
Transmission's weak .,fear
"I love the boy , Neddie .",joy
Something is breeding there . Underneath the cemetery .,fear
It ... it's gonna be okay .,fear
Since you're sitting in the corner . You're usually a power table kind of girl .,surprise
Are you nuts ?,disgust
I'm sick and tired of this delay .,sadness
How romantic .,joy
I'm in the shithouse .,disgust
"The Feds are at the lake house , man .",anger
"Oh , it tastes bitter .",disgust
"I've got bad news for you , GJ .",sadness
The [PERSON] !,surprise
Except you'll look better in 'em .,joy
Nobody understands us .,sadness
I have a gift for you .,joy
You have no right .,anger
I had a terrific time but I'm going home .,joy
Ass cam . - What ?,surprise
"Make a move , jockey , and I'll splash you across the sheets .",anger
It's not going to go that far .,disgust
"These are strange times , my friend .",fear
I'm not fit to be a senator !,fear
The old girl's finally lost her virginity .,disgust
I can't stand it anymore .,sadness
You really want it that bad ?,surprise
"Don't fucking kill him , we've got business to sort out !",anger
What for ?,anger
Why should I take the chance that I lose it ?,surprise
You picked up that awful thing to show us your contempt .,disgust
"It's my mission , for six months ... Shut it !",anger
"Don't push me too far , [PERSON] .",anger
Pay attention to me .,anger
I thought you weren't a romantic .,surprise
She's an awful sweet little thing .,joy
I won't live long .,sadness
"You break in here , and you tell me you think [PERSON]'s a murderer .",disgust
The first little league in [LOCATION] with a dome .,joy
What sucker would buy the Chiefs ?,disgust
When did you know ?,surprise
I just meant he didn't care for me .,sadness
Please don't say that .,anger
Right now she has murder in her heart .,disgust
I'll use my magic to banish them !,anger
He's with them .,anger
She'd come to [LOCATION] to look for her child . I helped her as far as I could .,joy
"I always said you was the whitest [N-WORD] I ever knew , [PERSON] .",joy
"Well , you see , over here , you know , in the [LOCATION] , they have these big companies that send out these personnel directors to these colleges to sign up the bright students and their wives .",disgust
( laughter ) woman :,fear
I sit here and I can't believe that it happened .,surprise
"Without their guns , they're nothing at all .",disgust
I love my ass .,joy
People can be goddamn cruel .,disgust
"If you don't let go , I'll ...",disgust
"OK , let your network know they can expect a letter from my lawyers .",anger
It should come to life for every boy .,joy
"[PERSON] , they're going to kill you !",fear
Don't you get it ?,anger
You're killing me .,sadness
"Just put me through on the phone , [PERSON] . Goddamn it !",anger
"Hey , you're very light on your feet .",joy
That's not judge [PERSON] .,surprise
"Let's keep this a perfect memory ... and someday this bitter ache shall pass , my sweet .",sadness
Perfect camouflage .,joy
"Give me my clothes , please .",anger
I'm getting darned sick of the way she's acting .,anger
You're making no sense here .,anger
"I'll get a lock on my door and keep your ass out of here , [PERSON] .",anger
"Madame , if you don't think about food , what do you think about ?",surprise
"I love you , Cross .",joy
"When you listen to the evidence , ask yourselves ... Why [PERSON] ... The finest prosecutor of this county ...",sadness
"[PERSON] , what the fuck took you so long ?",anger
I know now that you're a man who employs business methods ... which in [LOCATION] would be punished by death .,disgust
You are defeated but you have no shame .,disgust
Where the hell do you think you're going ?,anger
We can relax now .,joy
"What do you mean , no ? You callin' me a liar ?",anger
I had it great .,joy
"You'll do your housework , eat chocolates , take care of the kid and you'll put on or pounds .",disgust
I did not permit you to come in here .,anger
You think the clowns took him up and hung him in the yard ?,disgust
I called him a liar .,anger
I'm so ashamed .,sadness
Things'll be different when [PERSON] gets back .,anger
Why didn't you take her home ?,surprise
I object .,anger
Oh .,surprise
"Very well . I understand , doctor .",sadness
You are an old man who will make trouble with his mouth .,disgust
You look real nice in that ribbon .,joy
Don't ever leave me .,fear
Wasting my occult talents !,anger
"I was getting lonely upstairs , all by myself .",sadness
You idle apathetic !,disgust
Why do You have to make everything so bloody difficult ?,anger
Give us the f. . .,anger
He got what he wanted .,surprise
"Takes a stool to find a stool , huh , Lieutenant ?",disgust
"You can not tolerate the faith in humanity , Because if you do , all this ... The structure of your very existence ,",sadness
"Well , I'm no loser .",anger
"Neighbors like each other , speak to each other , care if anybody lives or dies .",anger
You think so ?,surprise
You spoke for him .,surprise
We can't feed the Russian people on your intentions .,anger
"Weak , a go - alonger , no character !",disgust
You mustn't cry anymore .,sadness
He's a real choirboy .,sadness
"I'm also perfectly willing and able to cancel this entire production right now , and pay you off and write you off .",anger
"Yeah , he does a lot of that .",joy
Him !,disgust
"You're not driving , are you ?",fear
"You're just being used , you know .",sadness
"If he found out , he'd insist upon doing it himself if he had the money , which I doubt .",fear
"Well , it can't be helped now .",sadness
Her medicine !,surprise
That old bastard's killed more guys than the electric chair .,disgust
I don't care .,disgust
"If you ask me , this is the worst case of downright rudeness I've seen .",disgust
"I mean , this is the Supreme Court .",anger
I will . This isn't exactly comfortable for me . I know you wanted this job .,sadness
You can't hurt him like this .,anger
Ain't that the girl [PERSON] went lookin' for ?,surprise
Let the fire fall !,joy
"Oh , you're really a much better dancer .",joy
"Children , I have bad news for you .",sadness
"That chorus , they work really hard .",surprise
"No , I just ... I just need a second , okay ?",sadness
Why did you have to sit there listening to him ?,disgust
Get me out of here !,fear
You won't believe this .,surprise
They might take us for innocent bystanders .,fear
It's good to see home folks .,joy
I have risen to a difficult task .,fear
I told you I'd handle him .,anger
I remember once ... we put my mum's canary in the oven .,joy
You've finished the whole investigation ?,surprise
I wish they'd both go out .,anger
They must've wiped this place clean .,surprise
Have fun !,joy
"Then again , you never can tell .",surprise
Shittiest rink in the fuckin' league .,disgust
I thought that was you .,surprise
I guess I'm afraid you'll find me out .,sadness
"Thank you , Lord !",joy
I'll give her your message with my whole army .,anger
"[PERSON] , what's happenin' here ?",surprise
Don't pretend you don't know the reason .,anger
This is not behaving in a company way .,disgust
Now he was going to pry it open .,surprise
"As he waves to the crowd , you can hear the tremendous cheer !",joy
The fun is over .,sadness
These stalls are awfully dirty and they're backed up .,disgust
"Excuse me , but we've got a flight that's just about to leave .",fear
Think I'm a fool ?,anger
"What is this guy , nice or something ?",disgust
But he was not here yesterday .,joy
"I tell you , gentlemen , we have a problem on our hands .",fear
Here is one of the greatest attractions you'll ever see in your born days !,joy
You suggested I needed a representative on [PERSON] .,surprise
You did not bore me .,surprise
"Here's to us , top of the world .",joy
Get up ! They won't fuck with us in the water ! Come on !,disgust
And I don't care whether you go down with him or not .,anger
It's just not okay to be alone anymore .,sadness
I'd [PERSON] to have seen his face when he found his account frozen .,anger
It wouldn't have helped our case .,sadness
"It's kind of sad , though . All that money and nobody to enjoy it .",sadness
Captain ...,fear
"Sometimes , in the middle of the night , I sit up and wonder where I am .",surprise
From then on I was hopelessly lost .,sadness
"[PERSON] , we've discovered something the human race has been searching for since the beginning of time .",joy
You were told about the vortex ?,surprise
Why are you so good to us ?,surprise
Isn't this about professionalism ?,surprise
Hasn't got a halfpenny to his name .,disgust
It's lovely .,joy
The man who blows his own horn .,disgust
I'm pleased that we're having this closed executive session .,joy
Stop arguing !,anger
"Show yourself , come on !",fear
I'm going to puke,disgust
How beautiful they are,joy
How many times do I have to tell you ? You don't know what you're dealing with .,anger
I've never tried to kill myself successfully .,sadness
Stole my Tintoretto . and my [PERSON] . And it has taken all [PERSON]'s bronze [LOCATION] the Countess .,anger
"So warm , so smooth .",joy
"Damn , I thought she had better taste than that .",disgust
[LOCATION]'s been fatal to every commander who risked his fortune there .,fear
I only saw her when the family rented a farm in the summer .,sadness
I wish it were anybody's child but yours !,disgust
You're making me sick !,disgust
"Well , nobody asked you to .",anger
"Between the cousins and neighbors , there were kids , always causing trouble together .",anger
"You're doing just fine , honey .",joy
This is real nice .,joy
"Uh , I'm not remembering anything .",surprise
"What , somebody had a saxophone ?",surprise
"Our dog died last night , too .",sadness
That's wonderful .,joy
"Hey there , little buddy .",joy
I'm not trying to amuse you .,anger
"I do better with women , and they don't eat cigars ...",sadness
The town is perfectly all right .,joy
That is outrageous .,surprise
"She won't answer her helm , sir .",surprise
"Is this the time , or I am blind ?",surprise
"He calls back , and this time he's very frightened .",fear
This is a dreadful miscarriage .,sadness
My kids can stay with me for as long as they would like .,joy
"See , that didn't hurt .",joy
You're not that person anymore .,sadness
"Come on , I'm old enough to be your father .",anger
I didn't ask you .,anger
"A whale can stave in the ribs of the biggest ships , swallow whole crews , pick its teeth with the oars .",fear
We ain't never been friends .,anger
No one really ever accepted me .,sadness
It's hard to believe about [PERSON] .,surprise
This time it is you who does not understand . I know [PERSON] better than you do .,anger
You wait till you see what I do to him !,anger
Ten million's even better .,joy
"In the final analysis , all we're trying to do is create a happy world .",joy
She's fantastic .,joy
"Ever since the first day I laid eyes on you , I knew I had to be yours and yours alone .",joy
You're a rare specimen,surprise
The trouble with me ? I'm not very good at looking ahead .,sadness
Col. [PERSON] has reported the theft of a gold ring . A gold ring .,anger
We came outside giddy and reeling .,joy
You're gonna find out .,fear
The defence has an interesting point .,surprise
And I lied to the police about him .,joy
How much of that junk are we gonna bring up ?,disgust
"It is [PERSON] , the High Priest , who is filthy in his ways .",disgust
"If you wan na end this , let's end it now .",anger
"It's your decision , but if you make it you'll be no good to yourself or anybody else .",anger
You go to hell .,disgust
Lincoln just ain't the same no more .,sadness
He's touched .,joy
Has decided to demolish ...,sadness
"I haven't seen you around their office , though .",surprise
I think she's great .,joy
"Careful , brother .",fear
I don't want you to be angry with me for having predicted it . What ?,fear
And so I turned away my head and wept .,sadness
Very funny .,joy
You love him ?,surprise
Didn't you hear me ? I said go away !,anger
They're gonna keep him in that foster home !,sadness
I can't remember . - You can't remember ?,surprise
"Who the hell asked you anyways , huh ? - Shut up !",anger
"You protect a fruit stand , man , a shoeshine parlor , you know ?",surprise
I don't care what it costs !,anger
You're like another person .,sadness
Don't touch that television !,anger
"What's the use of getting excited , [PERSON] ?",sadness
Are they both mad ?,surprise
That is correct .,joy
I don't think I'll be able to join you fellows after all .,sadness
"Oh , my poor husband .",sadness
Mom said sleeping with you was like sleeping with a salad with bad dressing !,disgust
Wasn't that wonderful ?,joy
"For the first time in my life , I'm happy .",joy
"And the kid you're taking off ... you give him , .",surprise
How they handle all this and ride a horse at the same time is beyond me .,surprise
We have a wonderful electric sign :,joy
It's good publicity .,joy
Somebody must be in good humour .,joy
You don't care whether I live or die .,sadness
What a great dress .,joy
"You took money from me when I was playing , when I was winning .",anger
You'll go on without me .,sadness
I hope not .,fear
Tell them to open the door !,anger
"Well , for starters , you can give me an update .",anger
"Yeah , I knew it ! He said it's only a guess ! I still say it's p.M.S.",surprise
"But it's our necks you're risking now , and I say no .",fear
There's no bloody exits .,anger
I like your bat .,joy
That wheel is enough to drive anybody crazy .,anger
"The bus , the bus !",surprise
Leave us the hell alone !,anger
We've been through this !,anger
[PERSON] ' your life for that little fucker !,disgust
I get to never see my parents again or my loved ones .,sadness
In your world if The Neverending Story is fading no child will ever know about Junior .,sadness
That's perfect .,joy
"Shut your mouth , Brother [PERSON] .",anger
"No , listen .",anger
And I'll get a good price .,joy
"In other words , you don't know ?",surprise
"I can steal it , Mr. [PERSON] ?",disgust
Thank you for a lovely evening .,joy
"Then if you ain't my pa , I want my $ 200 !",anger
You can tell from here ?,surprise
"Good . Get up there , help [PERSON] with the pig get your car and you're out of here . Get ready .",anger
"Fine , except I'm scared to death .",fear
"Hey , bike's been sold .",joy
"Oh , is that what you told the general ?",surprise
What if they trace that call ?,fear
"Why are you crying , Mistress [PERSON] ?",sadness
"X-Ray , this is Bad Karma .",fear
We mustn't stop .,fear
I don't see why my son shouldn't be getting his own allowance .,anger
"Don't you want more cashews , Grandpa ?",joy
It was always you and me .,joy
I'm sorry they don't like me .,sadness
That was close .,surprise
You have to stay indoors to avoid them .,fear
They haven't even been touched !,surprise
I want my $ 200 !,anger
"Goddamn it , do something .",anger
I'm just as old as I look .,sadness
"All right , I will !",anger
"But really , was there any choice ?",sadness
You're a pal .,joy
"They know that if that power was , you know , delineated to the average person , we wouldn't need them anymore .",fear
Still love me ?,fear
Mark : There's a big wind coming !,surprise
"Aarfy , if anything happens to me , will you take care of my girl ?",fear
How big is this thing ?,surprise
We always done this before .,anger
A toast to where we girls was born :,joy
How did you know I was here ?,surprise
Fire the security department !,anger
What is it you want ?,anger
"With the transit trouble , I didn't expect to see you on time .",surprise
"What do you mean , you can't ?",anger
We haven't enough fuel to hold the keel down .,fear
Don't even think about it .,anger
"This has gone too far now , huh ?",fear
"We've had wonderful times , we three .",joy
Nobody goes no place here without I say so .,anger
Why don't you do your sorry ass a favor ?,disgust
Poor lamb .,sadness
"It's out of the question , Mr. [PERSON] .",anger
You make me feel uncomfortable .,fear
"Only two months ' treatment , and I'm a well man .",joy
"Remember when [PERSON] said when he was fighting sometimes , he'd fight so hard that he was thinking that he broke something inside ?",sadness
How'd they know you were on this train ?,surprise
"I screamed , but no one listened .",sadness
I've been to that scumbag town .,disgust
It's just as it should be .,joy
Can't make out her name tag .,anger
I've got to get out before he gets back !,fear
I'm the first to go .,anger
And that's why I don't wan na talk about it if I don't have to .,anger
"If you know where she is , I beg you to tell me now before it's too late .",fear
Do you think nobody can tell ?,sadness
Supposing I don't tell you ?,anger
"Oh , and that's as it should be .",joy
They screwed him up .,sadness
Too much so,sadness
That gal's got you all messed up .,disgust
We've to get out of here and get help !,fear
What's your school counsellor wan na see me for ?,surprise
This isn't going to be as easy to get out of .,fear
How can you afford it ?,surprise
Is it unfair ?,anger
"Calm down , chica . She only owes me more .",surprise
"Cross , man , it's gonna cost you .",anger
You can hardly expect the jury to believe that a woman in love doesn't attempt to meet her lover .,anger
I have no fucking idea why they towed it .,anger
lt was [PERSON] . - How do you - l tailed him .,surprise
I don't feel like sitting down .,sadness
"No , I'm sorry , Mr. [PERSON] .",sadness
I'm very fond of my wife and kid .,joy
The cobbler who fixed my shoes so beautifully yesterday .,joy
"Listen , I've always returned favors , haven't I , [PERSON] ?",sadness
I'm glad you joined us when you did .,joy
It was an avalanche .,fear
"Not very lucky , is he ?",surprise
It's hard . Just tell me what you need .,sadness
"Now come on , you've been drinking .",anger
"No , you don't know what it is .",anger
You've got to manage without the doctor .,fear
My return to consciousness was a plunge into a new level of pain .,sadness
"Ladies , it's OK with me .",joy
Say we'll be happier there than ever .,joy
He ain't used to livin' like this .,anger
"Er , you were arrested for being carried by a motor vehicle taken without consent , and resisting arrest .",disgust
"He was ill , but he has recovered .",joy
"It's great to see you , [PERSON] .",joy
You fucking double - crossing gringo pig bastard !,anger
"Sorry about the Chiefs , [PERSON] .",sadness
I told you not to come into the lobby .,anger
Every living being is capable of attack ... if sufficiently provoked .,anger
"Blow it , [PERSON] !",anger
I knew we'd be all right .,joy
Or are you lying ?,disgust
♪ Of people going by ♪,sadness
They were looking at me .,fear
JFK .,sadness
I had a grandpa . He was nice to me . He liked ties on Sundays .,joy
Why don't I do this right ?,sadness
"You get in trouble over there , and I'd have a hell of a time gettin' you out .",anger
"That's [PERSON] park , Mr. computer from downstairs . Some of the hardware is so outdated .",disgust
"Yeah , she was my girl .",sadness
"I warn you , if this case comes to trial , it will be before a French court .",fear
I'm delighted .,joy
Don't call me commander .,anger
They are the tears of Old [LOCATION] .,sadness
"I used to be popular , wasn't I , [PERSON] ?",sadness
You carry the stench of death like the plague .,disgust
What parade ?,surprise
And I'll see you in court in three weeks .,anger
Someone at [LOCATION] gave or sold highly secret research material to four competitive firms .,disgust
Damn glad to meet you .,joy
"What's happening , sir ?",fear
"Here's the , uh , camera , And the cassette recorder that you asked for . Thank you .",joy
"If you want to get into that cellar , you get in there now or forget it !",anger
"Well , that's easy .",joy
I wanted to save the ship .,sadness
"They laugh and kiss , then they scream and beat each other .",surprise
It's funny .,joy
How great can you kiss ?,surprise
Get a doctor at once !,fear
"Captain , I'm glad you're back .",joy
Best news I heard all year .,joy
That's incest !,disgust
But why do you bring this up now ?,surprise
Do you think it's an epidemic like the flu ?,fear
I'm not interested in your opinion .,anger
Look at [PERSON] go !,joy
"Well , she did sort of embrace it once she did .",joy
I'm playing with you .,joy
"He says that [LOCATION] will uphold it in every court ... but I will drag you through every court , don't forget that .",anger
We can't live with lies .,sadness
Good as money can buy .,joy
"Well , this is more like it .",joy
There's just this one hammer .,anger
"I'm sorry , ma'am , but you're needed in the Situation Room .",surprise
No ! A lovely ladies ' purse .,joy
Don't show it to me .,anger
"Hurry , hurry !",fear
"You hiding him , boy ?",surprise
"I'm drunker than you are , so it'll be a fair fight .",anger
We ain't had a chance to get this place too nice .,sadness
"How could you speak of love to me , say the things you did , and you about to be married .",sadness
Let go of my rifle .,anger
He tried to knife me .,fear
Silver snow falling on the ship .,joy
You meet somebody and you only got one night to really get to know them .,sadness
"Well , this misery in my back ... ain't so good .",sadness
He don't know the streets .,anger
My courage almost failed me at the thought of meeting Ajax .,fear
"Hey , put the phone down !",anger
Run before they chop you down .,fear
You have destroyed us .,fear
Is this the admiral's harem ?,disgust
It sometimes never goes away . How you talk .,sadness
l needed him alive !,fear
"Oh , shit !",fear
I'll kill you .,anger
You mustn't speak to Little Big Man like that .,anger
Ain't much you can do about us .,anger
"Say it , then , and get out !",anger
Hmm . - We're not underwater . Yeah .,surprise
What's your interest in this ?,anger
"This is really cool right here , huh ?",joy
"The people with the money in their hot little hands put her up there , and she could do no wrong .",sadness
The heavyweight champion is down !,surprise
What do you want the carpenter for ?,surprise
Your husband is harboring a killer .,disgust
"Have you thought for a moment about anybody else but yourself , and your obsession with letters of the alphabet arranged in a hyphenated name ?",anger
The bride on whom the rain doth fall .,joy
I thought it was all over .,surprise
"Don't even , no . Don't look at me !",disgust
There I disagree with you .,anger
"I find this hard to say without sounding condescending , but I'm proud of you .",surprise
I was only trying to be nice to make her feel good .,sadness
I live only for revenge .,anger
You humiliated him again .,disgust
"For the first time in my whole life , I know what I want to do .",joy
The island's ours ?,surprise
That's a terrible lot of money for a working woman to pay .,surprise
"[PERSON] , you fool !",disgust
It's superficial .,disgust
Excuse me .,anger
I should hate to interrupt my present work .,anger
"I am broke , desperate and very pissed .",anger
That's where we must attack .,anger
"Happier than we've ever been , yes .",joy
That's cutting 'em down to size !,anger
"Well , haven't you seen the paper ?",surprise
He's getting farther away every second .,sadness
It ain't safe to go that way ...,fear
I'll get you now !,fear
What about the big band I got to play ? Do you remember that ?,joy
He'll take orders all right .,anger
"[PERSON] , leave the room .",anger
We'll never meat again,sadness
I had the most frightening experience .,fear
"I'll see you later , okay ?",joy
Enjoy with me The pleasures here above,joy
"If I let go , I'll fall !",fear
Why did you shoot him ?,surprise
A whale can jump up like an earthquake and come down on you like a mountain that somehow put to sea .,fear
I don't feel like answering any more questions .,anger
"Of course it's been a great trial to your patience , Father ... but think of the burden that it's been to me .",sadness
Here's you all playing rooster with it !,surprise
There never was any love lost between us .,joy
"What is that , a threat ?",surprise
No time to argue .,anger
They're pretty hopeless .,sadness
What a waste of talent .,sadness
It must be smooth like velvet .,joy
"If I analyze military strategy , they say I'm planning a rebellion",anger
We're being attacked !,surprise
They're saying they're not responsible for what people put on their website .,anger
Most guys couldn't even handle you .,disgust
No . ls someone looking for me ?,surprise
I mean I can't swim .,fear
I was just calling because I'm having a game night .,surprise
Wouldn't they have done it anyway ?,surprise
"Very nice show , [PERSON] .",joy
Did you see what he did ?,surprise
And I'm warning you .,anger
I'm gonna kill them .,anger
Running up stairs keeps my legs slim .,joy
Hey Grandma !,joy
Go away .,anger
You want to play games ?,disgust
I told you not to count it .,anger
Stay where you are !,anger
"No , I'm serious .",anger
Time could not mar the perfect symmetry of those walls .,joy
He looks like a bronzed Apollo .,joy
Fuck him .,anger
"I say , what a jolly idea .",joy
He's killing me .,fear
"It was damn stupid of me , wasn't it ?",sadness
Nobody remembers number two .,sadness
Just get out .,anger
Oh yeah ? You wan na tell me why ?,anger
"I'm the wrong guy to say that to , huh ?",anger
