text,labels
Who are vicious killers ?,fear|surprise
Who are you and what do you want ?,fear
Who is there ?,fear
Who knows what it might do .,fear
Who's dead ?,fear
Who's that ?,fear|surprise
Whoops .,fear
Why ain't my mother here ?,fear|sadness
Why aren't they firing ?,fear|surprise
Why do you look at me like that ?,fear
Why go on taking chances ?,fear
Why look at me that so strangely ?,fear|surprise
"[PERSON] , if the runway isn't long enough ...",fear
Will you be okay if I go up to bed ?,fear
"[PERSON] , I'm worried .",fear
"Willie , you look worried .",fear|sadness
Wish for our lives !,fear
With all the contributions of the Sea Hawks ... we can not possibly match [PERSON]'s vast resources .,fear
"With this strike they've no way home , and there's not a room in the city .",fear
"With what money , and what about us ?",fear
Withdraw !,fear|joy
"Without a wind , we'll lose him !",fear
Women and children off the street !,fear
Word is there may be as many as more dead bodies up there .,fear
Would they mock him ?,fear|sadness|surprise
Wouldn't you say that prison is my fate ?,fear|sadness
"X-Ray , this is Bad Karma .",fear
Y - You mean we're gettin' off this submarine ?,fear
[PERSON] is taken .,fear|sadness
"Yeah , I um , I just ... just thought I saw something , but I can't really , um , trust my eyes these days .",fear|sadness|surprise
"Yeah , no , no !",fear
"Yeah , then why are you trying to hurt me ?",fear
"Yeah , um , are we starting the interview now ?",fear
Yeah . They're bleeding .,fear
Yeah . Too good .,fear
"Yes , but when the cash runs out , they'll mob us .",fear
"Yes , son , I'm afraid .",fear
"Yes , well , I don't know anything about it .",fear
Yes ? - The keys !,fear
"Yes . - Well , this is an emergency !",fear
Yikes ! A penguin in a pot !,fear
"You ain't really gonna let them take that baby , are you ?",fear
"You all right , [PERSON] ?",fear
You and [PERSON] have been asked to accept a dangerous mission to [LOCATION] .,fear|sadness|surprise
You been in touch with [PERSON] ...,fear
"You better look out , Mr. [PERSON] .",fear
"You came up here to kill me , didn't you ?",fear
"You can't do this to him , or to all the others .",fear
You can't tell anybody .,fear
You did worry me .,fear|sadness
You do not understand .,fear
You do realize you're talking about going after an FBI agent ?,fear
You don't bring enough men with you .,fear
"You don't know from one day to the next ... whether you're going to be killed , go home , or get busted .",fear
You don't know who to trust .,fear
You ever heard of the Vagos ?,fear
You fear you'll not always love me ?,fear
You frightened me .,fear
"You get beaten though , don't you ?",fear
You got ta get them bones growing .,fear
You had me scared for a minute .,fear
You have destroyed us .,fear
You have to stay indoors to avoid them .,fear
"You in ? - Uh , sure , I'll shoot a rack with you . - L - listen , kid , kid .",fear
You injured your knee in a game .,fear
You know how much money you're gonna lose in a strike ?,fear
You know what would happen if [PERSON] found out ?,fear
"You know , it's dangerous for you to be here in the frozen food section .",fear
"You know , [PERSON] , I'm a little scared myself .",fear
"You know , now that we're alone , there's ... There's something that I've been wanting to ask you .",fear
"You know , [PERSON] is not gonna last five minutes out there .",fear
"You know , they say the most vulnerable part of the human body ... is the throat ... and that you never really know how you feel about somebody ... until they have their hands around your throat .",fear
"You know , this ship is going much too fast .",fear
"You know , you're gonna get yourself killed .",fear|surprise
"You look a little off - colour , [PERSON] .",fear
You made a mistake I'm not [PERSON] !,fear|surprise
You make me feel uncomfortable .,fear
"You must go , go at once , before [PERSON] catches you here .",fear
You must know how important that is to us .,fear
"You need money , and quickly .",fear
"You really are trying to kill me , aren't you ?",fear|surprise
You scare the hell out of me too .,fear
You see that gun in his hands ?,fear
You seem to me to be what my mother warned me about :,fear|joy
You sound sort of peculiar .,fear
"You start trouble , and I start bleeding .",fear
You think he'll be all right ?,fear
You think [PERSON]'s gonna buy that ?,fear
You try to escape ...,fear
"You'd better leave that bandage alone , unless you want to start bleeding again .",fear
You'd rather be found dead with two small children in [LOCATION] ?,fear
You'll get killed just to give something away .,fear
"You'll kill him , stop !",fear
You'll land us all in prison .,fear
You're afraid of me .,fear
You're afraid of what may happen if the war comes ?,fear
You're caught below another man's gun !,fear
You're contaminated .,fear
You're crazy !,fear|surprise
You're getting heavier and heavier Can't carry you much longer,fear|sadness
You're going to protect me ?,fear
You're going to set this whole place on fire .,fear
You're gonna be on Syrian and Israeli radar the moment you take off .,fear
You're gonna find out .,fear
"You're gonna get the shakes soon , [PERSON] .",fear
You're gonna make me swear on the Bible ?,fear
"You're gonna need weapons , all of you .",fear
You're hopelessly outnumbered,fear
You're in enough trouble as it is .,fear
You're in great danger .,fear
You're liable to get caught .,fear
"You're not driving , are you ?",fear
"You're not going to leave your friend , sir ... are you ?",fear
You're not going to work with these monsters ?,fear
"You're not gonna give him a chance , are you ?",fear
You're nuts !,fear|surprise
You're running the risk of harming your children .,fear
You're scaring me .,fear
You're supposed to say something .,fear|sadness
"You're sure we're not , uh , crowding you , eh ?",fear
You're turning into a zombie .,fear
You're under arrest .,fear
"You've got me worried , dear .",fear
You've got to get there before sundown .,fear
You've got to keep him off us .,fear
You've got to manage without the doctor .,fear
You've had your trial .,fear
Your boy is sicker than we know .,fear
"Your client knows that if I go to jail , he and his friends will go with me .",fear
Your face ... which tells me how much you don't want to be here .,fear
Your parents'll kill me .,fear
He's good - looking .,joy
He's got it all worked out .,joy
He's in love .,joy
"He's light - skinned , he loves his kids .",joy
He's mine !,joy
He's nice .,joy
He's perfect .,joy
He's touched .,joy
He's very sweet .,joy
He's wonderful .,joy
Heh . Heh .,joy
[PERSON] was a pretty good mountain climber .,joy
"Hello , everybody .",joy
"Hello , Kid .",joy
"Hello , sunshine !",joy
"Hello , sweet thing .",joy
"Hello , sweetheart !",joy
Her visual image is perfect .,joy
Here [PERSON] is .,joy
Here in the wilderness you have turned defeat into victory .,joy
Here is one of the greatest attractions you'll ever see in your born days !,joy
Here they are in all their glory !,joy
"Here , here , here . Oh - la - la .",joy
"Here , you take one too .",joy
Here ... the Revolution started .,joy
Here's a great one .,joy
Here's good news for you bachelors .,joy
"Here's the , uh , camera , And the cassette recorder that you asked for . Thank you .",joy
Here's to all that gorgeous snatch in FLA.,joy
Here's to bigger and better dopes .,joy
"Here's to us , top of the world .",joy
Hey Grandma !,joy
"Hey there , little buddy .",joy
"Hey you saved my life , so stop crying , huh ?",joy
"Hey , baby .",joy
"Hey , bike's been sold .",joy
"Hey , don't worry !",joy
"Hey , fella .",joy
"Hey , honey .",joy
"Hey , I love you .",joy
"Hey , it's another delightful day here in vacation land .",joy
"Hey , [PERSON] , that's fantastic .",joy
"Hey , look at you !",joy
"Hey , look ! [PERSON] , [PERSON]'s out !",joy|surprise
"Hey , professor !",joy
"Hey , she loves those flabellina oculina !",joy|surprise
"Hey , that's got a nice ring to it , kid .",joy
"Hey , that's it .",joy|surprise
"Hey , there's no one better than old [PERSON] .",joy
"Hey , this is pretty nice , being served in my own home .",joy
"Hey , we got a free movie next door .",joy
"Hey , what's up you guys ?",joy
"Hey , you know me .",joy
"Hey , you're looking good .",joy
"Hey , you're very light on your feet .",joy
Hey ! I can't believe you got here !,joy|surprise
Hey ! It's [PERSON] .,joy
Hey . Good work .,joy
Hey . I can't believe you got here .,joy|surprise
"Hi , Dad .",joy
Hi .,joy
His words are too profound,joy|surprise
"Hmm , it's a nice place .",joy
"Ho , ho ! - Ho ! - Ho , ho , ho !",joy
Home sweet home .,joy
Honey !,joy
"How about that ? Hey , you're pretty handy to have around , kid .",joy
How about we go and have a. . .,joy
How beautiful they are,joy
How cheerfully he seems to grin,joy
How did you enjoy the ride ?,joy
How do you do ?,joy
How do you smell so good in a hospital ?,joy|surprise
How does it feel ?,joy
How fortunate we are to have [PERSON] with us .,joy
How good to see you !,joy
How gorgeous !,joy
How lucky you lawyers are .,joy
How perfectly lovely .,joy
How romantic .,joy
How thoughtful .,joy
How very nice of you to say .,joy
How very nice to see you .,joy
How wonderful !,joy
How'd you like to have [PERSON] for a mother ? Or [PERSON] ?,joy
How's it going ?,joy
"[PERSON] -[PERSON] , we're safe !",joy
"Huh , just as well .",joy|surprise
"Hurry , it's lovely up here",joy
I adore it !,joy
"I always said you was the whitest [N-WORD] I ever knew , [PERSON] .",joy
"I always seem to come up smalltime . Except all of a sudden now , this guy [PERSON] falls right in my lap out of sheer luck .",joy|surprise
I always think candlelight's so romantic .,joy
I am a swan !,joy
I am content .,joy
I am exactly three inches high and it is a very good height indeed !,joy
I am glad to see you .,joy
I am glad you are better .,joy
"I am happy you're out of jail , [PERSON] .",joy
I am seeing .,joy
I am the avenger .,joy
I am thinking of you .,joy
I appreciate it .,joy
"I appreciate that , sir .",joy
I bet she's nice .,joy
I bet you're gonna get a big promotion when this thing's over .,joy
I bought him the loveliest little sweater as a reward .,joy
I can do anything .,joy
I can hardly ever remember the audience being so excited .,joy
I can see the exit .,joy
I can think of no occasion that has given me more pleasure .,joy
I can throw this knife pretty good .,joy
I can wind this one up in six weeks .,joy
I can't tell you how glad I am to see you .,joy
I can't tell you what a comfort that is .,joy
I can't tell you what a welcome sight this is .,joy
I carried you in here when you were a baby .,joy
I cheat . So does she . But I cheat better .,joy
I completely agree .,joy
I could cover you with kisses .,joy
I couldn't take my eyes off of that girl and her baby .,joy
I did it .,joy|sadness
"I did that beautifully , didn't I ?",joy
"I don't know much about him , but I'd say he has good taste .",joy
I don't suppose it looks like much to a lady ... but I can't help being proud of it .,joy
I don't think I've ever been so thrilled in my life .,joy
I enjoy to live .,joy
I fed it and put it on .,joy
I felt all warmed and funny inside . I can't describe it .,joy|surprise
"I find myself quite interesting , really .",joy
I fucking love it !,joy
I gave him my compartment . He only had coach seats .,joy
"I got a great personality , you ask anybody .",joy
I got a run of three .,joy
"I got him sold , [PERSON] .",joy
I got it !,joy
I got my coat back !,joy
I got myself a date .,joy
I got offered a part in a movie .,joy
I got that Hawaiian Sea Frontier dispatch decoded .,joy
"I guess [PERSON] was about the prettiest , with all that long , yellow hair .",joy
I guess you're right .,joy
I had a grandpa . He was nice to me . He liked ties on Sundays .,joy
I had a terrific time but I'm going home .,joy
I had it great .,joy
I had no idea you were so beautiful .,joy
I had such a good time .,joy
I had the pleasure of meeting you in your beautiful shop .,joy
I happen to like [PERSON] .,joy
I have a car for you .,joy
"I have a coach not pulled by four horses , but with the power of .",joy
I have a condo with a pool .,joy
I have a gift for you .,joy
I have an idea !,joy
I have improved it .,joy
I have wonderful news for you .,joy
"I hear you get a nice pension from the government after 20 , years .",joy
I heard you got married .,joy
I hit where I aim .,joy
I hope you have a nice stay in [LOCATION] .,joy
I hope you know that .,joy
I hope you like it .,joy
"I Iove you , [PERSON] .",joy
"I just came over to share my happiness with you , [PERSON] .",joy
I just love it when it's so nice and warm .,joy
I just spoke to [PERSON] .,joy
I just thought I'd drop by and cheer you up a bit .,joy
"I just went to sleep , woke up feeling fine , remembered everything .",joy
I knew it !,joy
I knew there was treasure down here !,joy
I knew we'd be all right .,joy
I know a good bar here .,joy
I know a little about everything .,joy
I know a place that does a good breakfast .,joy
I know I speak for my entire radio audience when I express my great admiration for both of you .,joy
I know you like the way I feel .,joy
"I know you were deeply touched by [PERSON]'s gesture ,",joy
I know you're crazy about me .,joy
"I know , but it's too bad that wrestler Had to die for me to get it .",joy|sadness
I like being with him and I like thinking about him .,joy
I like her .,joy
I like him .,joy
I like it !,joy
I like it .,joy
I like [PERSON] .,joy
"I like [PERSON] , because I always know where he stands .",joy
"I like my side of the courtroom . The pay is not so good , but the air is a lot better .",joy
I like pink champagne .,joy
I like street cats .,joy
I like tacos and I like beer .,joy
I like that Dr. [PERSON] .,joy
"I like that man , with the sort of blue nose .",joy
I like that .,joy
"I like the feel of it , [PERSON] .",joy
I like to read .,joy
I like to watch .,joy
I like your bat .,joy
I like your tailor .,joy
"I like your tie , too .",joy
I like !,joy
"I look good in a mink coat , honey .",joy
I love a coward !,joy
I love a persistent wall .,joy
I love champagne .,joy
I love [LOCATION] .,joy
I love him that way .,joy
I love him .,joy
I love it !,joy
I love my ass .,joy
I love [LOCATION] on summer afternoons when everyone's away .,joy
I love Russians .,joy
I love soothing a man .,joy
"I love the boy , Neddie .",joy
"I love the moment of their death , when I am one with [PERSON] .",joy
I love the smell of commerce in the morning !,joy
"I love them , though .",joy
I love this car .,joy|surprise
I love this guy !,joy
I love this !,joy
I love those guys .,joy
I love those .,joy
I love you ... I love you .,joy
I love you anyway .,joy
"I love you too much , you know that .",joy
I love you too .,joy
"I love you , Cross .",joy
"I love you , [PERSON] .",joy
"I love you , my little [PERSON] .",joy
"I loved you for it , just as my father did .",joy
I loved your drawing .,joy
I make flowers grow .,joy
I mean a laugh from the heart .,joy
"I mean , he had a great sense of humor . He wasn't another junkie with a homemade mm .",joy|sadness
"I mean , we're a solid act , honey .",joy
I met her at the grocery store . - ( babbling ) - isaac .,joy
I most certainly do love her .,joy
I needed it .,joy
I never bet when I'm sure I'm right .,joy
I never can make up my mind which of you is the handsomest .,joy
I offered the dough because I wanted to thank you .,joy
I only have sex when I'm happy .,joy
"I really hope you find happiness , and if you're ever in need of anything , like someone to love , don't hesitate to call me .",joy
I really like your singing .,joy
I really liked the idea .,joy
I really love her and she likes me .,joy|sadness
"I remember being at the courthouse , and there were people outside holding signs and I thought , you know , how cool to have all this support .",joy
I remember once ... we put my mum's canary in the oven .,joy
I remember when I was years old . Mr. [PERSON] called me in for a meeting .,joy
"I remembered why I loved paintings in the first place , what got me into this .",joy
"I said some bad things about the boy , but we can explain that to the exuberance and excitement of youth , because he's certainly changed his ways now .",joy
I saved it all here Countess .,joy
"I say , what a jolly idea .",joy
I see white fluffy clouds ...,joy
"I shall dance , and you'll be with me .",joy
I suppose they were all in love with you .,joy
I think [PERSON] was kind of cute .,joy
I think he believed me at last .,joy
I think I'll be just fine .,joy
I think I've finally found a sport I like .,joy
I think it was fun and sexy .,joy
I think it's a splendid idea .,joy
I think it's cute .,joy
I think it's rather sporting .,joy
I think she's great .,joy
I think she's pretty .,joy
I think that about covers it for now .,joy
I think that's a splendid idea .,joy
"I think they call that love , little brother .",joy
I think this is the greatest day I've ever spent .,joy
I think you really love me .,joy
I think you're cute .,joy
I think you're incredible .,joy
I think you're perfect .,joy
"I thought he only wanted me for their sake , but ... after his wife died , I realized he really does love me .",joy
"I thought I'd lost the ability . With you , I. ...",joy|surprise
I thought it was a good speech .,joy|sadness
I thought she was splendid .,joy
I thought what was lost .,joy
I thought you might want a little cheering up .,joy
I thought you was dead .,joy|surprise
I took a valium . Feel like I'm drunk .,joy|surprise
I triangulated her cell .,joy
I wake up in the middle of the night and laugh at them .,joy
I want to be a good dad .,joy
I want to get down on my knees and thank God .,joy
I want you to look how the moonlight cuts through the trees .,joy
I want you to meet somebody .,joy
I wanted to buy you something lovely and exotic .,joy
I was admiring the platinum watch with the diamond numbers .,joy
I was brilliant .,joy
I was brought up with beautiful words .,joy
I was free .,joy
I was good .,joy
"I was in a shop once , and I saw a postcard with a beautiful house on it , right by the sea .",joy
I was in having a good time .,joy
I was kind of expecting a shit show .,joy|surprise
"I was laughing so hard , my drink came out of my nose .",joy
"I was little , slim , but hard as a diamond .",joy
I was lucky enough to be a guest .,joy
I was really good .,joy
I was smart .,joy
I was so proud .,joy
I will drink to that !,joy
I will never forget his face when we entered in the room of the Mrs. [PERSON] .,joy
I wish we did this before .,joy
I would wear the same gown I wore when you were my favourite beau .,joy
I wouldn't have had it any other way .,joy
I wouldn't have missed this for anything .,joy
"I'd give you a kiss right now , but I'm afraid I'll ruin my makeup .",joy
I'll accept that .,joy
I'll be right with you .,joy
"I'll buy you one . C'mon , we've got our own schedule to meet .",joy
I'll give you a cigar . All right .,joy
I'll give you two .,joy
I'll go to the club car to get you something to eat .,joy
"I'll hit you with nine quarters per package , and that's just cos I'm feeling good .",joy
I'll invite [PERSON] to dinner Saturday .,joy
I'll never forget how I laughed when I saw you as [PERSON] .,joy
"I'll see you later , okay ?",joy
I'm a good pilot .,joy
I'm a perfect surgeon .,joy
I'm all packed .,joy
I'm always delighted to meet [PERSON]'s friends .,joy
"I'm awake , [PERSON] .",joy
I'm delighted .,joy
I'm dreaming !,joy|surprise
I'm enjoying this .,joy
I'm feeling fine this morning .,joy
I'm from sacramento .,joy
I'm getting richer all the time .,joy
I'm glad for the company .,joy
I'm glad I saw it before becoming extinct .,joy
I'm glad this happened .,joy
I'm glad to hear that .,joy
I'm glad to help .,joy
"I'm glad to know you , [PERSON] .",joy
I'm glad to see you're all right .,joy
"I'm glad you came down , [PERSON] .",joy
I'm glad you came to the race .,joy
I'm glad you fellas happened along .,joy
I'm glad you joined us when you did .,joy
I'm glad you liked it .,joy
I'm glad you said that .,joy
I'm going home with him instead .,joy
I'm going !,joy
I'm gonna play games on your fucking head .,joy
I'm good at it .,joy
I'm good !,joy
I'm happy to get out of this madhouse .,joy
I'm happy to say the old bladder's working .,joy
I'm happy to see you .,joy
I'm happy !,joy
"I'm in love , [LOCATION] .",joy
I'm in love !,joy
I'm just fine .,joy
I'm looking good .,joy
I'm my own master ... for the first time in my life .,joy
I'm not down . You look depressed .,joy
I'm not exactly ashamed of that one myself .,joy
I'm not going to say Omega's the best house on campus ... but a lot of outstanding guys figure they'll pledge Omega or won't pledge at all .,joy
I'm paralysed with happiness !,joy
I'm playing with you .,joy
I'm pleased that we're having this closed executive session .,joy
I'm pleased to be wrong .,joy
I'm pleased to meet you .,joy
I'm relaxed .,joy
I'm satisfied to be the father .,joy
Isn't this the finest time ?,joy
It can be absolutely breathtaking .,joy
It cheered me up infinitamente .,joy
"It did not come finishing of writing it , mon ami .",joy
It does feel better to get it out .,joy
It feels wonderful !,joy
It felt good .,joy
It gives you a good feeling when you can help somebody .,joy
"It has a nice little ring to it , don't you think ?",joy
It has a wonderful ring .,joy
"It has been such a tremendous excitement for me , this visit .",joy
It is a happy occasion .,joy
It is a lovely city .,joy
It is a wonderful woman .,joy
"It is completely well now , mother .",joy
It is so nice to be here .,joy
It is so nice to meet you .,joy
It is so wonderful to meet the uncle of darling little Junior .,joy
It is the most spectacular thing in the Senate annals .,joy
It is very simple .,joy
It is well .,joy
It just makes me feel real glad to see the Chiefs back on the warpath again ... to coin a phrase .,joy
"It looks lovely to me , [PERSON] .",joy
It looks very nice on you .,joy
It must be in your genes .,joy
It must be smooth like velvet .,joy
It should come to life for every boy .,joy
"It took me seven years , but I got him !",joy
"It turned out beautifully , didn't it ?",joy
It was a blessing and God was watching over us that day when they made that decision .,joy
It was a gift from an admirer who said I was always late .,joy
"It was a good party , wasn't it ?",joy
It was a pleasure to have the general here .,joy
It was a pleasure .,joy
It was always you and me .,joy
It was bloody marvellous .,joy
It was just fine .,joy
It was just like old times .,joy|sadness
It was just so perfect I just had to catch it .,joy
It was nice of you to break your date .,joy
It was nice of your mother to let you come .,joy
It was the nearest thing to heaven .,joy
It was them ! They sent it !,joy|surprise
It was very nice to meet you .,joy
It was well and nothing could change it .,joy
It was wonderful .,joy
It wasn't because there weren't women that stirred my blood .,joy
It will be divine .,joy
It works !,joy
It works ! I'm cured !,joy|surprise
"It would adore . [PERSON] , [PERSON] , come to my office a moment .",joy
It would have been deliciously wicked .,joy
"It's a beautiful story , whatever the reason .",joy
It's a boy !,joy
It's a fine - lookin' picture .,joy
It's a good idea .,joy
It's a good thing I'm in music instead of comedy .,joy
It's a great philosophy .,joy
It's a lovely night for the party .,joy
It's a major breakthrough that will no doubt make motorists happy .,joy
It's a miracle man .,joy
"It's a pleasure , I assure you , [PERSON] .",joy
"It's a very rich life , And I do have a job ,",joy
It's admirable .,joy
It's always nice to see you .,joy
It's an amazing place . I really like coming here .,joy
It's beautiful .,joy
It's because I'm a wonderful lover .,joy
It's been fun meeting you .,joy
It's been swell .,joy
It's certainly a pleasure to see you .,joy
"It's delicious , [PERSON] !",joy
It's essential that they take pride in their job .,joy
It's for a good cause .,joy
It's funny .,joy
It's good coffee .,joy
It's good for the soul .,joy
It's good publicity .,joy
It's good to meet you .,joy
It's good to see home folks .,joy
"It's good , isn't it ?",joy
It's good .,joy
It's got to be here !,joy
It's great to be back home .,joy
"It's great to see you , [PERSON] .",joy
"It's great , Meat , it's great .",joy
It's great .,joy
It's home .,joy
It's just as it should be .,joy
"It's like [PERSON] , you see ?",joy
It's like spending a weekend in [LOCATION] .,joy
It's love at first sight .,joy
It's lovely .,joy
It's nice to have company for tea .,joy
It's nice to have somebody to say goodbye to .,joy
It's nice to meet you .,joy
It's nice to see you again .,joy
"It's nice , isn't it ?",joy
It's nice .,joy
"It's Nobel Prize juice . Set sail for home , for [LOCATION] !",joy
"It's not deep , but it's there .",joy
"It's not exactly the Ritz , but it's peaceful and quiet .",joy
It's okay . It's okay .,joy
It's our new swimming pool !,joy
"It's over now , nobody's hurt !",joy
It's pleasant to see everything so prosperous with you here .,joy
It's proven extremely effective at uniting the public around a perceived threat .,joy
It's rather funny .,joy
"It's real nice , you know .",joy
It's so nice out there .,joy
It's such a pleasant little place .,joy
It's supposed to be great .,joy
It's the best .,joy
It's the prettiest place on the island .,joy
It's time .,joy
It's utterly beautiful .,joy
"It's very funny , [PERSON] . Don't move !",joy
It's very good .,joy
"It's very important to relax , old boy .",joy
It's very pretty .,joy
It's wonderful and sweet champagne !,joy
It's wonderful stuff .,joy
It's wonderful to have you back .,joy
It's wonderful .,joy
"It's yours , I want you to have it . It's for you .",joy
"itself but simply a tool , as language is to thought .",joy
"[PERSON] , you're weird .",joy
[PERSON] is a man of luck .,joy
"[PERSON] , that's very generous of you .",joy
Jolly good .,joy
"Junior , he loves cats .",joy
"Junior , I got some buttons for the kids and some stickers for their bikes .",joy
Just a friendly place to have a beer .,joy
"Just about a year ago in [LOCATION] , [LOCATION] . It was quite a night .",joy
Just feel how nice it is in here .,joy
Just married .,joy
Just see how happy the people look from here .,joy
"Just sit back there , relax , and enjoy life .",joy
Just the way I like 'em .,joy
Just to sit here with him is a very great honour for me .,joy
Just to tell you that I'm happy .,joy
Just what we been waitin' for .,joy
"[PERSON] , it's so good to have you around .",joy
Kiddo !,joy
"Kids , the wienies are almost done !",joy
"Kindliness and sincerity , and if you'll forgive me , modesty , mean more to a husband than all the wit and beauty in the world .",joy
l knew you were gonna say that .,joy
Ladies and gentlemen with great pleasure I give you Robocop .,joy
"Ladies , it's OK with me .",joy
Last night .,joy
Laughter and cuddles .,joy
Let the fire fall !,joy
Let us board !,joy
Let's dance !,joy
Let's get hot .,joy
Let's get the skiff out and shove off !,joy
Let's go see the bearded lady .,joy
Let's make the most of it .,joy
Let's not think about [PERSON] or anything sad right now .,joy|sadness
Let's try it again . ♪ There was old man Nemo ♪,joy
Light has conquered darkness .,joy
"Like private places , boy .",joy
"[PERSON] , you're so sweet .",joy
"[PERSON] , it's perfect .",joy
[PERSON]'s loaded to her fingertips with love for you .,joy
"Listen , take it , $ .",joy
Look at all the smiling faces .,joy
"Look at me , I'm free !",joy
Look at that !,joy
Look at the rosy cheeks .,joy
Look at those darling dogs .,joy
Look at [PERSON] go !,joy
Look how nicely she has arranged the table .,joy
Look what I found .,joy
"Look , your mother is here .",joy
Looking at the moon and feeling lonely,joy|sadness
Looks cute .,joy
"Looks like a nice day , huh ?",joy
Looks like this case will be settled in no time .,joy
Looks nice .,joy
"Lord [PERSON] , she loves me !",joy
Loveliest room you've ever seen .,joy
"Lovely woman . - Yes , I imagine what is .",joy
lt's good you told me . lt's very brave .,joy
Lucky you .,joy
Lunch was wonderful .,joy
[PERSON] . Thank you .,joy
Ma !,joy
Made friends ?,joy
"Make you mighty happy , I bet ya .",joy
Many hands went into creating [PERSON] .,joy
[PERSON] had her specialty . She imitated frogs .,joy
[PERSON] says very nice things about you in her letters .,joy
[PERSON] was so excited about your coming .,joy
[PERSON] wrote something awful nice .,joy
[PERSON]'s my boy .,joy
"May I say , my dear Colonel , that it's good to breathe the air of the Gestapo again .",joy
Merry Christmas .,joy
"Mes dames et messieurs , good night !",joy
[PERSON] is the best cop I ever saw .,joy
Mine was big as a grapefruit .,joy
Mint juleps always make me sing .,joy
"Miss [PERSON] , I have discovered how to retard the ageing process .",joy
"Miss [PERSON]'s feeling a heap better today , Mr. [PERSON] .",joy
Mistakes can always be corrected,joy
Money !,joy
"[PERSON] , if there's one thing I know about , it's Mr. [PERSON] Q. Public .",joy
Moon !,joy
More mutilations !,joy
More shopping ?,joy
"Morning , sir .",joy
Morphine syrette . Give me a morphine syrette . I got it .,joy
[LOCATION] is nice in the spring .,joy
Most of the young hotshots were lining up for Robbery or Homicide .,joy
"Mother , you'd love him .",joy
Mr Bear ticklish ?,joy
Mr. [PERSON] is a wonderful teacher .,joy
Mrs [PERSON] has fixed the grandest dinner .,joy
Much happier .,joy
Must be a beautiful horse .,joy
Must be very good .,joy
My best landing yet .,joy
My bet says no other rider in the race will beat mine .,joy
My boy [PERSON] !,joy
"My dear child , there are many good books in this world without pictures .",joy
"My dear , he is attractive , isn't he ?",joy
"My dear , sweet , loving bride !",joy
My favourite colour's blue .,joy
"My friend , I'm a happy man .",joy
My heart is packed so full of love for you .,joy
My heart soars like a hawk .,joy
My kids can stay with me for as long as they would like .,joy
My name is [PERSON] .,joy
"My pleasure , sir .",joy
"My pleasure , sisters .",joy
"My son , to see you again causes my heart to soar like a hawk .",joy
My sweetheart gave it to me .,joy
"My , we're a jolly crew , aren't we ?",joy
"My , what a pretty place !",joy
"[PERSON] , this is Al.",joy
[LOCATION] always been good to me .,joy
"Nice and hot , just like you love it .",joy
"Nice day , huh ?",joy
Nice family you got here .,joy
Nice meeting you .,joy
Nice party .,joy
Nice to meet you .,joy
"Nice to see you again , [PERSON] .",joy
Nice to see you too .,joy
Nice tree .,joy
Nice .,joy
No complaints .,joy
"No harm at all , mate .",joy
No pain .,joy
No two people have ever been so in love,joy
No wonder your husband still loves you .,joy
"No , I'm glad to meet your daughter .",joy
"No , you done me a nice little favour doing that there .",joy
No ! A lovely ladies ' purse .,joy
"Nobody hired us for our brotherly love , [PERSON] .",joy
Not a bad family to marry into .,joy
Not a care in the world .,joy
Nothing will ever happen to me anymore !,joy
Nothing's going wrong .,joy
Nothing's happened recently to shake my self - confidence .,joy
Nothing's impossible .,joy
Now I just drink like an Irish person .,joy|sadness
Now [PERSON] and that dear little bride of his will be able to stay on at [LOCATION] and live happily ever after .,joy
"Now she's going back today , soon as we give 'em a full stomach to travel on .",joy
Now tell me you're glad to see me .,joy
Now this is a fine thing .,joy
Now we'll have good weather for the bridge .,joy
Now you got money in the bank and a faithful husband .,joy
Now you're talking .,joy
"Now , don't worry , darling , we understand perfectly .",joy
"Now , isn't that a charming invitation ?",joy
"Now , my five ordinary senses , what with alcohol and other forms of abuse , are nothing special , but I have a sixth sense that any witch in the world would give her left broomstick to have .",joy
"Now , that's something .",joy
"Now , these legs are very nice .",joy
"Now , this is pretty great .",joy
"Now , you look good .",joy
"Nutritionally speaking , it is exquisite .",joy
"Of course , you know that the first thing is to fall in love .",joy
Of course . Thank you .,joy
Oh my God ! So cute !,joy
Oh my God ! You totally should .,joy
Oh Sugar ! That sounds like so much fun but Guess who's back together with your dad .,joy
"Oh , and he's handsome too , no doubt .",joy
"Oh , and that's as it should be .",joy
"Oh , boy , is this great !",joy
"Oh , come on , have a brandy .",joy
"Oh , [PERSON] , she was just great !",joy
"Oh , do I like the bed !",joy
"Oh , do you know , I love it this time of year with spring coming on .",joy
"Oh , feet !",joy
"Oh , foo - foo says hello , too !",joy
"Oh , great news , I got some turkey burgers , you know we can grill , and watch a little Monday Night Raw tonight if you want ?",joy
"Oh , honey !",joy|surprise
"Oh , how I have longed to hold this child .",joy
"Oh , how lovely .",joy
"Oh , I'm so glad .",joy
"Oh , is this the breathtaking view ?",joy
"Oh , it's such a beautiful statue .",joy
"Oh , it's swell !",joy|surprise
"Oh , look at those eyes .",joy|surprise
"Oh , m done rehearsing .",joy
"Oh , man , you guys are the greatest !",joy
"Oh , monkey . - ( laughs )",joy
"Oh , my gosh , you must be [PERSON] !",joy|surprise
"Oh , [PERSON] , for people like you and me the world can be a wonderful place .",joy
"Oh , she did !",joy|surprise
"Oh , thank God .",joy
